0.80172646;	4.52941179
0.80172646;	1.27450979
0.80172646;	1.74509799
0.81054926;	4.58823538
0.81054926;	0.45098040
0.81054926;	0.00000000
0.82001919;	5.00000000
0.82001919;	2.50980401
0.82001919;	0.98039216
0.82912052;	4.07843161
0.82912052;	2.78431368
0.82912052;	0.00000000
0.83793509;	0.00000000
0.83793509;	4.64705896
0.83793509;	1.01960790
0.84706098;	0.00000000
0.84706098;	4.64705896
0.84706098;	0.76470590
0.85571992;	0.00000000
0.85571992;	3.39215684
0.85571992;	3.98039222
0.86457551;	1.23529410
0.86457551;	1.80392158
0.86457551;	4.98039198
0.87361127;	0.96078432
0.87361127;	0.25490198
0.87361127;	5.00000000
0.88286823;	2.90196085
0.88286823;	1.01960790
0.88286823;	3.78431368
0.89205146;	2.54901958
0.89205146;	0.00000000
0.89205146;	0.00000000
0.90053838;	4.78431368
0.90053838;	0.76470590
0.90053838;	0.00000000
0.91014761;	4.72549009
0.91014761;	0.17647059
0.91014761;	0.00000000
0.91901135;	2.27450991
0.91901135;	3.07843137
0.91901135;	0.00000000
0.92810446;	0.43137255
0.92810446;	4.00000000
0.92810446;	0.00000000
0.93661594;	0.00000000
0.93661594;	5.00000000
0.93661594;	2.74509811
0.94563532;	1.41176474
0.94563532;	4.92156839
0.94563532;	3.88235283
0.95468748;	0.45098040
0.95468748;	1.41176474
0.95468748;	4.98039198
0.96348572;	3.11764717
0.96348572;	1.92156863
0.96348572;	4.98039198
0.97293925;	3.03921580
0.97293925;	1.39215684
0.97293925;	4.98039198
0.98230273;	4.98039198
0.98230273;	2.96078420
0.98230273;	3.33333325
0.99067497;	4.98039198
0.99067497;	1.78431368
0.99067497;	1.39215684
0.99989915;	4.98039198
0.99989915;	4.07843161
0.99989915;	2.21568632
1.00882018;	5.00000000
1.00882018;	4.74509811
1.00882018;	1.50980389
1.01792967;	2.49019599
1.01792967;	5.00000000
1.01792967;	3.64705873
1.02661324;	2.35294127
1.02661324;	4.98039198
1.02661324;	2.84313726
1.03576374;	0.80392158
1.03576374;	4.98039198
1.03576374;	4.98039198
1.04457009;	2.13725495
1.04457009;	1.96078432
1.04457009;	4.74509811
1.05400729;	0.00000000
1.05400729;	0.00000000
1.05400729;	3.78431368
1.06288743;	0.17647059
1.06288743;	0.00000000
1.06288743;	1.94117641
1.07226729;	0.92156863
1.07226729;	0.00000000
1.07226729;	0.00000000
1.08064771;	3.58823538
1.08064771;	0.17647059
1.08064771;	0.00000000
1.08958519;	3.84313726
1.08958519;	0.13725491
1.08958519;	0.00000000
1.09888303;	2.37254906
1.09888303;	2.31372547
1.09888303;	0.00000000
1.10786974;	0.05882353
1.10786974;	3.21568632
1.10786974;	0.00000000
1.11685634;	0.00000000
1.11685634;	4.98039198
1.11685634;	2.50980401
1.12571192;	1.07843137
1.12571192;	4.92156839
1.12571192;	3.58823538
1.13481319;	0.05882353
1.13481319;	0.98039216
1.13481319;	4.98039198
1.14357865;	1.68627453
1.14357865;	0.52941179
1.14357865;	4.98039198
1.15271270;	0.74509805
1.15271270;	0.00000000
1.15271270;	3.72549009
1.16190410;	4.54901981
1.16190410;	1.21568632
1.16190410;	2.05882359
1.17048120;	4.98039198
1.17048120;	0.47058824
1.17048120;	0.00000000
1.17961526;	4.98039198
1.17961526;	2.09803915
1.17961526;	0.09803922
1.18859363;	3.60784316
1.18859363;	2.13725495
1.18859363;	0.00000000
1.19768679;	0.05882353
1.19768679;	4.98039198
1.19768679;	1.82352936
1.20673072;	1.07843137
1.20673072;	4.98039198
1.20673072;	1.52941179
1.21555352;	0.00000000
1.21555352;	3.72549009
1.21555352;	4.05882359
1.22470403;	0.76470590
1.22470403;	1.35294116
1.22470403;	4.31372547
1.23428869;	0.00000000
1.23428869;	0.00000000
1.23428869;	4.98039198
1.24289024;	1.29411769
1.24289024;	0.00000000
1.24289024;	2.72549009
1.25164747;	1.45098042
1.25164747;	0.00000000
1.25164747;	0.00000000
1.26065874;	3.62745094
1.26065874;	0.00000000
1.26065874;	0.00000000
1.26973546;	3.72549009
1.26973546;	0.00000000
1.26973546;	0.00000000
1.27859092;	2.25490189
1.27859092;	3.01960778
1.27859092;	0.25490198
1.28841317;	0.70588237
1.28841317;	4.54901981
1.28841317;	0.00000000
1.29657245;	0.00000000
1.29657245;	5.00000000
1.29657245;	3.00000000
1.30542791;	2.00000000
1.30542791;	5.00000000
1.30542791;	4.90196085
1.31462753;	1.45098042
1.31462753;	2.56862736
1.31462753;	4.98039198
1.32426953;	3.78431368
1.32426953;	2.70588231
1.32426953;	4.98039198
1.33270729;	3.49019599
1.33270729;	1.45098042
1.33270729;	5.00000000
1.34156287;	5.00000000
1.34156287;	2.78431368
1.34156287;	3.52941179
1.35062325;	4.98039198
1.35062325;	1.94117641
1.35062325;	1.33333337
1.36004400;	5.00000000
