0.92752284;	2.37254906
0.92752284;	4.98039198
0.92752284;	4.98039198
0.93659139;	2.00000000
0.93659139;	2.25490189
0.93659139;	5.00000000
0.94570905;	4.98039198
0.94570905;	2.82352948
0.94570905;	5.00000000
0.95501518;	4.33333349
0.95501518;	0.62745100
0.95501518;	4.86274529
0.96366590;	5.00000000
0.96366590;	2.94117641
0.96366590;	2.96078420
0.97257882;	4.98039198
0.97257882;	2.37254906
0.97257882;	0.56862748
0.98210609;	4.98039198
0.98210609;	4.98039198
0.98210609;	2.64705873
0.99094528;	4.98039198
0.99094528;	4.98039198
0.99094528;	0.82352942
1.00007117;	1.03921568
1.00007117;	5.00000000
1.00007117;	3.80392146
1.00909877;	2.09803915
1.00909877;	5.00000000
1.00909877;	4.90196085
1.01807714;	1.29411769
1.01807714;	4.98039198
1.01807714;	5.00000000
1.02669513;	3.96078420
1.02669513;	3.05882359
1.02669513;	4.98039198
1.03567362;	1.50980389
1.03567362;	0.00000000
1.03567362;	5.00000000
1.04470122;	3.64705873
1.04470122;	0.80392158
1.04470122;	4.98039198
1.05363047;	4.86274529
1.05363047;	0.00000000
1.05363047;	0.00000000
1.06297755;	5.00000000
1.06297755;	3.07843137
1.06297755;	0.37254903
1.07208705;	5.00000000
1.07208705;	2.47058821
1.07208705;	0.00000000
1.08118832;	4.11764717
1.08118832;	4.98039198
1.08118832;	2.33333325
1.08969986;	2.68627453
1.08969986;	5.00000000
1.08969986;	1.70588231
1.09849811;	0.00000000
1.09849811;	4.98039198
1.09849811;	3.94117641
1.10759938;	1.13725495
1.10759938;	4.84313726
1.10759938;	4.21568632
1.11665154;	0.00000000
1.11665154;	0.00000000
1.11665154;	5.00000000
1.12602317;	2.41176462
1.12602317;	0.15686275
1.12602317;	5.00000000
1.13456738;	2.39215684
1.13456738;	0.00000000
1.13456738;	3.90196085
1.14368510;	4.98039198
1.14368510;	1.50980389
1.14368510;	1.90196073
1.15272903;	5.00000000
1.15272903;	0.47058824
1.15272903;	0.00000000
1.16149449;	4.98039198
1.16149449;	3.43137264
1.16149449;	1.07843137
1.17084980;	4.66666651
1.17084980;	4.13725471
1.17084980;	0.00000000
1.17956603;	0.00000000
1.17956603;	4.98039198
1.17956603;	2.09803915
1.18892956;	0.00000000
1.18892956;	4.98039198
1.18892956;	1.70588231
1.19754755;	0.00000000
1.19754755;	3.03921580
1.19754755;	4.98039198
1.20664883;	0.90196079
1.20664883;	0.70588237
1.20664883;	5.00000000
1.21573377;	0.00000000
1.21573377;	0.00000000
1.21573377;	5.00000000
1.22486782;	2.31372547
1.22486782;	0.00000000
1.22486782;	3.70588231
1.23382986;	3.45098042
1.23382986;	0.00000000
1.23382986;	0.00000000
1.24293125;	5.00000000
1.24293125;	1.76470590
1.24293125;	0.11764706
1.25174582;	5.00000000
1.25174582;	2.80392146
1.25174582;	0.00000000
1.26073241;	4.74509811
1.26073241;	5.00000000
1.26073241;	1.98039210
1.26963711;	2.19607854
1.26963711;	5.00000000
1.26963711;	1.19607842
1.27874660;	0.00000000
1.27874660;	4.98039198
1.27874660;	4.17647076
1.28765130;	1.68627453
1.28765130;	5.00000000
1.28765130;	4.98039198
1.29688370;	0.15686275
1.29688370;	0.62745100
1.29688370;	5.00000000
1.30558360;	3.11764717
1.30558360;	0.92156863
1.30558360;	5.00000000
1.31498802;	2.45098042
1.31498802;	0.00000000
1.31498802;	4.31372547
1.32367969;	5.00000000
1.32367969;	1.80392158
1.32367969;	2.52941179
1.33281386;	5.00000000
1.33281386;	1.39215684
1.33281386;	0.00000000
1.34162021;	5.00000000
1.34162021;	4.11764717
1.34162021;	1.05882359
1.35078704;	4.76470566
1.35078704;	3.50980401
1.35078704;	0.00000000
1.35990477;	0.00000000
1.35990477;	5.00000000
1.35990477;	1.03921568
1.36856377;	0.00000000
1.36856377;	5.00000000
1.36856377;	1.07843137
1.37768960;	0.00000000
1.37768960;	2.82352948
1.37768960;	4.39215708
1.38683188;	0.74509805
1.38683188;	1.11764705
1.38683188;	4.98039198
1.39568746;	0.27450982
1.39568746;	0.00000000
1.39568746;	5.00000000
1.40490341;	3.27450991
1.40490341;	0.41176471
1.40490341;	4.45098019
