1.04753566;	1.50980389
1.04753566;	2.15686274
1.04753566;	3.84313726
1.05577672;	0.00000000
1.05577672;	0.00000000
1.05577672;	4.98039198
1.06520581;	0.58823532
1.06520581;	0.05882353
1.06520581;	2.68627453
1.07384837;	1.88235295
1.07384837;	0.00000000
1.07384837;	0.00000000
1.08293331;	4.21568632
1.08293331;	0.60784316
1.08293331;	0.41176471
1.09176421;	3.86274505
1.09176421;	0.98039216
1.09176421;	0.00000000
1.10085738;	2.45098042
1.10085738;	2.84313726
1.10085738;	0.98039216
1.10990953;	1.62745094
1.10990953;	3.72549009
1.10990953;	0.27450982
1.11892891;	0.00000000
1.11892891;	4.98039198
1.11892891;	1.74509799
1.12768614;	1.01960790
1.12768614;	3.45098042
1.12768614;	2.72549009
1.13677931;	0.00000000
1.13677931;	0.82352942
1.13677931;	4.98039198
1.14609361;	2.07843137
1.14609361;	1.54901958
1.14609361;	4.80392170
1.15512121;	2.25490189
1.15512121;	0.35294119
1.15512121;	3.11764717
1.16402590;	3.45098042
1.16402590;	1.64705884
1.16402590;	2.21568632
1.17306161;	4.31372547
1.17306161;	0.76470590
1.17306161;	0.03921569
1.18192542;	4.98039198
1.18192542;	2.17647052
1.18192542;	1.82352936
1.19095302;	4.49019623
1.19095302;	3.60784316
1.19095302;	0.52941179
1.19978392;	1.41176474
1.19978392;	4.98039198
1.19978392;	2.15686274
1.20914733;	2.31372547
1.20914733;	4.98039198
1.20914733;	1.88235295
1.21791279;	0.37254903
1.21791279;	3.43137264
1.21791279;	3.43137264
1.22751391;	1.78431368
1.22751391;	2.96078420
1.22751391;	4.90196085
1.23588610;	1.07843137
1.23588610;	0.01960784
1.23588610;	5.00000000
1.24493825;	1.80392158
1.24493825;	1.70588231
1.24493825;	4.41176462
1.25394940;	3.29411769
1.25394940;	0.43137255
1.25394940;	1.35294116
1.26280499;	4.98039198
1.26280499;	2.09803915
1.26280499;	2.15686274
1.27185714;	4.98039198
1.27185714;	2.47058821
1.27185714;	0.54901963
1.28123701;	3.50980401
1.28123701;	3.84313726
1.28123701;	1.76470590
1.29034650;	2.58823538
1.29034650;	4.54901981
1.29034650;	0.90196079
1.29916108;	0.21568628
1.29916108;	4.98039198
1.29916108;	1.78431368
1.30827880;	1.25490201
1.30827880;	3.76470590
1.30827880;	2.70588231
1.31695414;	0.00000000
1.31695414;	0.00000000
1.31695414;	4.98039198
1.32597351;	0.29411766
1.32597351;	0.50980395
1.32597351;	3.78431368
1.33484542;	0.66666669
1.33484542;	0.00000000
1.33484542;	1.90196073
1.34387302;	2.33333325
1.34387302;	0.68627453
1.34387302;	1.80392158
1.35296619;	3.82352948
1.35296619;	0.21568628
1.35296619;	0.00000000
1.36200190;	4.98039198
1.36200190;	1.47058821
1.36200190;	0.96078432
1.37081647;	3.49019599
1.37081647;	2.54901958
1.37081647;	0.00000000
1.38013899;	0.41176471
1.38013899;	4.37254906
1.38013899;	1.13725495
1.38891268;	1.00000000
1.38891268;	3.84313726
1.38891268;	0.76470590
1.39829242;	0.00000000
1.39829242;	1.50980389
1.39829242;	1.58823526
1.40684497;	0.11764706
1.40684497;	0.72549021
1.40684497;	2.66666675
1.41590524;	0.00000000
1.41590524;	0.00000000
1.41590524;	4.98039198
1.42494106;	1.47058821
1.42494106;	1.13725495
1.42494106;	3.80392146
1.43382120;	2.60784316
1.43382120;	0.00000000
1.43382120;	0.72549021
1.44320917;	4.64705896
1.44320917;	1.66666663
1.44320917;	1.13725495
1.45229411;	4.43137264
1.45229411;	2.39215684
1.45229411;	0.00000000
1.46136272;	3.17647052
1.46136272;	3.60784316
1.46136272;	1.90196073
1.47023463;	2.62745094
1.47023463;	4.11764717
1.47023463;	0.98039216
1.47928679;	0.33333334
1.47928679;	4.98039198
1.47928679;	2.33333325
1.48793757;	1.80392158
1.48793757;	4.33333349
1.48793757;	3.31372547
1.49720263;	1.01960790
1.49720263;	1.96078432
1.49720263;	4.98039198
1.50600910;	2.62745094
1.50600910;	2.23529410
1.50600910;	4.98039198
1.51482368;	2.33333325
1.51482368;	0.60784316
1.51482368;	3.82352948
1.52393317;	4.07843161
1.52393317;	2.45098042
1.52393317;	2.68627453
1.53296077;	4.98039198
1.53296077;	1.64705884
1.53296077;	0.78431374
