0.85617870;	0.94117647
0.85617870;	3.98039222
0.85617870;	1.78431368
0.86489499;	0.76470590
0.86489499;	3.47058821
0.86489499;	1.31372547
0.87379152;	0.19607843
0.87379152;	2.19607854
0.87379152;	3.31372547
0.88313854;	1.96078432
0.88313854;	2.01960778
0.88313854;	4.54901981
0.89211696;	1.70588231
0.89211696;	1.15686274
0.89211696;	4.29411745
0.90089065;	2.88235283
0.90089065;	1.74509799
0.90089065;	3.15686274
0.91000831;	3.29411769
0.91000831;	0.92156863
0.91000831;	0.52941179
0.91939634;	4.11764717
0.91939634;	2.05882359
0.91939634;	1.27450979
0.92812902;	3.88235283
0.92812902;	2.25490189
0.92812902;	0.84313726
0.93689448;	2.37254906
0.93689448;	3.47058821
0.93689448;	1.72549021
0.94584012;	1.17647064
0.94584012;	3.72549009
0.94584012;	1.05882359
0.95494962;	0.39215687
0.95494962;	4.05882359
0.95494962;	2.86274505
0.96398538;	2.01960778
0.96398538;	3.60784316
0.96398538;	4.00000000
0.97284096;	2.05882359
0.97284096;	1.98039210
0.97284096;	4.98039198
0.98181123;	3.52941179
0.98181123;	2.76470590
0.98181123;	4.98039198
0.99112552;	3.09803915
0.99112552;	1.68627453
0.99112552;	3.37254906
1.00003016;	4.05882359
1.00003016;	2.39215684
1.00003016;	2.01960778
1.00882840;	4.52941179
1.00882840;	2.05882359
1.00882840;	1.11764705
1.01813447;	4.49019623
1.01813447;	3.21568632
1.01813447;	2.23529410
1.02686715;	3.49019599
1.02686715;	3.56862736
1.02686715;	1.33333337
1.03602588;	1.17647064
1.03602588;	4.56862736
1.03602588;	2.68627453
1.04479945;	1.80392158
1.04479945;	4.62745094
1.04479945;	2.37254906
1.05421209;	0.68627453
1.05421209;	2.35294127
1.05421209;	3.37254906
1.06286287;	1.11764705
1.06286287;	0.74509805
1.06286287;	3.31372547
1.07175934;	0.25490198
1.07175934;	0.00000000
1.07175934;	2.84313726
1.08104908;	1.56862748
1.08104908;	0.78431374
1.08104908;	2.15686274
1.09008491;	2.49019599
1.09008491;	0.03921569
1.09008491;	0.00000000
1.09919441;	3.58823538
1.09919441;	1.43137252
1.09919441;	0.68627453
1.10813999;	3.84313726
1.10813999;	2.17647052
1.10813999;	0.45098040
1.11689723;	2.72549009
1.11689723;	3.78431368
1.11689723;	1.92156863
1.12613785;	2.01960778
1.12613785;	4.33333349
1.12613785;	1.70588231
1.13494420;	0.58823532
1.13494420;	4.19607830
1.13494420;	2.56862736
1.14437330;	1.35294116
1.14437330;	2.62745094
1.14437330;	2.76470590
1.15324521;	0.29411766
1.15324521;	0.13725491
1.15324521;	3.66666675
1.16222358;	1.35294116
1.16222358;	0.82352942
1.16222358;	3.47058821
1.17139864;	1.64705884
1.17139864;	0.03921569
1.17139864;	1.90196073
1.18013132;	2.82352948
1.18013132;	0.80392158
1.18013132;	0.54901963
1.18899512;	3.47058821
1.18899512;	0.58823532
1.18899512;	0.00000000
1.19786704;	3.78431368
1.19786704;	2.76470590
1.19786704;	1.88235295
1.20701742;	3.56862736
1.20701742;	4.09803915
1.20701742;	1.82352936
1.21619248;	1.86274505
1.21619248;	5.00000000
1.21619248;	3.11764717
1.22525287;	2.29411769
1.22525287;	4.98039198
1.22525287;	2.82352948
1.23391998;	0.92156863
1.23391998;	2.82352948
1.23391998;	4.11764717
1.24345553;	2.13725495
1.24345553;	2.21568632
1.24345553;	4.92156839
1.25216353;	2.25490189
1.25216353;	1.52941179
1.25216353;	4.92156839
1.26084709;	3.56862736
1.26084709;	2.33333325
1.26084709;	3.43137264
1.26997304;	4.23529434
1.26997304;	1.76470590
1.26997304;	2.00000000
1.27881217;	4.98039198
1.27881217;	3.62745094
1.27881217;	3.41176462
1.28784788;	5.00000000
1.28784788;	4.00000000
1.28784788;	2.50980401
1.29685092;	4.52941179
1.29685092;	5.00000000
1.29685092;	3.50980401
1.30622256;	3.25490189
1.30622256;	4.98039198
1.30622256;	2.66666675
1.31525016;	1.70588231
1.31525016;	4.76470566
1.31525016;	3.37254906
1.32381082;	2.33333325
1.32381082;	3.45098042
1.32381082;	3.62745094
1.33318245;	1.23529410
1.33318245;	0.94117647
1.33318245;	4.00000000
1.34189880;	1.78431368
1.34189880;	0.64705884
1.34189880;	3.07843137
1.35104108;	1.29411769
1.35104108;	0.00000000
1.35104108;	1.56862748
1.36016691;	2.94117641
1.36016691;	1.56862748
1.36016691;	1.39215684
1.36897326;	3.94117641
1.36897326;	1.56862748
1.36897326;	0.78431374
1.37799275;	4.01960802
1.37799275;	3.15686274
1.37799275;	1.98039210
1.38680732;	2.86274505
1.38680732;	3.33333325
1.38680732;	0.78431374
1.39585125;	0.70588237
1.39585125;	3.56862736
